#NCA diffusion wrt SOC
0.1088568207178724, 4.1872307946703976e-17
0.11917050383246097, 5.407924097326318e-17
0.12948201997927683, 6.942892088618068e-17
0.13978667406147877, 8.746541308619574e-17
0.14940993716623707, 1.101874894308141e-16
0.15937317343712637, 1.3853630632732166e-16
0.16968703713236266, 1.790125369695445e-16
0.17897556390977443, 2.2925166577573813e-16
0.19135111686017164, 3.108847233314073e-16
0.20027950563245567, 3.7735989469918303e-16
0.21195898037939365, 4.91430395021747e-16
0.22430223519108222, 6.096604519901936e-16
0.23869743650203246, 7.727143773541644e-16
0.25206160830521535, 9.555317921574977e-16
0.2674831956215627, 1.2255263657217122e-15
0.28433281470017796, 1.5593431474855509e-15
0.2994697037267576, 1.8829273998268924e-15
0.316778502129883, 2.3431740524830535e-15
0.34414850897119115, 3.2114616374815336e-15
0.3712769390348663, 4.229689866127099e-15
0.3933063735420707, 5.072582625813206e-15
0.4157525480552087, 6.025856318672158e-15
0.4343523547716464, 6.579701047773239e-15
0.45765370763797436, 7.280440979425912e-15
0.48638441115764225, 8.112811880561194e-15
0.515539156734039, 8.698274532873984e-15
0.5388029101297855, 8.97310604581727e-15
0.5605176509374947, 8.860141793417274e-15
0.5839042310945208, 8.670659270158664e-15
0.6090900146789235, 8.078115728761725e-15
0.6299617448294685, 7.555636585818284e-15
0.6541171972555062, 6.881135579111294e-15
0.6697581900588485, 6.317620008250047e-15
0.6911759577831504, 5.5646001924195095e-15
0.7207442330428544, 4.560074650244005e-15
0.7468388589627779, 3.751795675234955e-15
0.7679700853281615, 3.1796523440437573e-15
0.7910700119473817, 2.6408382458077423e-15
0.8147115400581844, 2.1722057033534053e-15
0.8399711282301481, 1.7036406398263783e-15
0.8588107788796198, 1.4087893793935562e-15
0.8794172880439837, 1.0970544000893605e-15
0.8929025993650204, 9.366965915638764e-16
