R_f_c,c_tilde_c,R_f_a,c_tilde_a,c_lyte,J1,c_c_1,c_c_2,c_c_3,c_c_4,c_c_5,dV_1,dV_2,dV_3,dV_4,dV_5,error_1,error_2,error_3,error_4,error_5
7.285,0.92,9.522,0.829,0.961,22.959027143254513,0.8,0.8,0.714,0.599,0.444,0.19999959191743813,-0.19999769676310794,-0.18174851272948853,0.18760277198715658,-0.19999952881954944,0.7144019699739383,0.009805022011964905,0.002240497650025957,3.6891854769217635e-05,5.544509455311218e-05
9.445,0.893,1.928,0.916,0.924,12.438396828622546,0.8,0.685,0.574,0.4,0.4,-0.19999959239186108,-0.1589995913072677,0.13528720063922436,0.19999912883400425,-0.19999988646777334,0.658271181379077,0.004045631991394522,0.00030382310796483417,1.0502864183975101e-05,1.567683278752973e-05
3.848,0.972,9.442,0.941,0.927,15.486372067583396,0.8,0.8,0.699,0.574,0.4,-0.19999355252074782,0.19999994660951878,-0.17727291350215024,0.19960779954955288,-0.1999999367049913,0.13462639146130886,0.0054143599577657275,0.0012970014953968534,2.282317592639805e-05,3.6317947270161e-05
5.469,0.96,8.204,0.824,0.92,20.007001016306805,0.8,0.8,0.662,0.662,0.444,-0.19999933722510516,0.19999928663954897,0.17228837396875404,-0.1617811820426914,-0.19999955298770908,0.31126113976922587,0.007601906528579865,0.001801320862179613,3.2838335670865045e-05,5.77474345539827e-05
4.077,0.811,7.885,0.857,0.89,16.49440004654445,0.8,0.692,0.611,0.432,0.4,-0.19999689933611858,-0.1652887410339094,0.15821952656669908,-0.1999998604714258,0.19999987905786298,0.13599579641563825,0.001206779062599226,0.001724947307252996,3.3159036872765656e-05,4.780129068937863e-05
2.509,0.809,6.768,0.809,0.823,12.851220280858282,0.8,0.688,0.615,0.481,0.4,-0.19999924866621221,-0.15189166777964797,0.15599030499328143,-0.19999970108935386,0.19999950298445623,0.03986550640508888,0.0006070152410658291,0.001605911872775405,2.9113873637508667e-05,5.5963687025807974e-05
3.745,0.99,7.32,0.92,0.831,13.220935593375993,0.8,0.8,0.684,0.57,0.402,-0.19999843554180194,0.19999976107833523,-0.16111162267770146,0.18977674616109136,-0.19999981206779952,0.0798642689892721,0.0036245553225826223,0.0010094789893961096,2.0520761542522074e-05,3.580959830722375e-05
1.151,0.922,1.334,0.848,0.865,0.7239083634197286,0.8,0.712,0.65,0.505,0.4,-0.19999969095667178,-0.1282915131512327,-0.19999945793764418,0.19999749151435184,-0.199999911049187,0.009073815906609066,0.0005667054059592984,0.0003638571696592044,1.1356242449572962e-05,2.063429143306044e-05
8.348,0.821,7.446,0.872,0.872,20.257555803325232,0.8,0.695,0.544,0.544,0.4,-0.19999855312293882,-0.1551373550529251,-0.19999954664613476,0.1601670428997891,0.19999970556880253,0.5165642963728155,0.0019092162780360606,0.0017559859524063392,3.4513298171353113e-05,5.878865612337581e-05
9.89,0.91,2.814,0.815,0.889,17.361758816335755,0.8,0.657,0.656,0.514,0.4,-0.1999988795781917,-0.19999951969589802,-0.10768677594050753,0.19999613075135841,-0.19999938795847386,0.7812248810757135,0.005572593684848782,0.0007293065884670216,1.823336717821248e-05,3.2808165857811373e-05
7.838,0.927,2.49,0.952,0.863,10.93638908026151,0.8,0.8,0.607,0.607,0.416,0.19999979118279057,-0.1999999847643195,0.1687385101562925,-0.1338660609077285,-0.19999994778807612,0.29770524778039975,0.003910121224299364,0.000253700004620723,8.222460821630089e-06,1.7785277384195023e-05
1.135,0.995,7.287,0.87,0.942,9.37053098935413,0.8,0.8,0.702,0.581,0.42,-0.19999884230994103,0.19999966844031505,-0.17832134239479044,0.18547528047352949,-0.19999998165102664,0.015625375672436936,0.0021553463296745826,0.0013275177665010717,2.6313632303668914e-05,4.053832707969892e-05
0.175,0.978,2.849,0.86,0.958,-3.5706248647042003,0.8,0.77,0.7,0.571,0.445,-0.1999989641782335,0.19999974823603903,-0.17990271713617806,0.15499750748335564,-0.199999539160954,0.0008520308118909601,0.0003590235404913888,0.0005946700265076488,1.7645584231677344e-05,2.5713885978882875e-05
3.01,0.849,9.263,0.978,0.937,15.128152170123714,0.8,0.705,0.51,0.51,0.4,-0.19999990846817578,-0.17289661438418455,-0.19999975230056047,0.16234739459109748,0.19999967483900505,0.0964775802339297,0.0012809257669123884,0.0020298870316815248,4.4683589976428015e-05,4.625042284767127e-05
4.946,0.846,2.555,0.879,0.875,10.852958366707107,0.8,0.633,0.633,0.449,0.4,-0.1999998739085587,0.13156252311361843,-0.14482574848577462,-0.1999998713059192,0.19999928186540647,0.1499279944600366,0.0012202696364050645,0.0004712462685665752,1.4050511407097913e-05,2.4324818682623494e-05
6.757,0.809,3.433,0.929,0.857,12.496926306102804,0.8,0.678,0.579,0.4,0.4,-0.19999727822854918,-0.15508010213736886,0.14395841703602136,0.19999984035155915,-0.1999998133917594,0.24320263604444137,0.0016738722092718048,0.0005034560652024007,1.529305586760905e-05,2.1787533602849765e-05
8.231,0.805,2.108,0.924,0.82,11.426658897900417,0.8,0.77,0.615,0.615,0.451,-0.1999995388573196,0.19999998277324726,0.14941225337424718,-0.1309809198561565,-0.19999931349235903,0.27988258472489996,0.001670032673048782,0.00028910500382283035,1.0229279358155848e-05,1.985892345257591e-05
8.467,0.912,4.549,0.87,0.917,17.78610732597103,0.8,0.695,0.594,0.4,0.4,-0.1999948122008936,-0.16846560823512416,0.14768792533079428,0.19999997350398815,-0.19999963048182945,0.6609484992227618,0.0064742963970969005,0.0008591702367199996,2.129080421029252e-05,3.1093306514375156e-05
4.202,0.873,1.849,0.904,0.802,7.6805744178666355,0.8,0.8,0.681,0.553,0.477,0.1999997388565273,-0.1999994475875524,-0.14471982883362083,0.15976796613598,-0.19999981927936203,0.07167094207835895,0.0010149531554795367,0.0003122258121547521,1.2220522735516999e-05,2.0111509372536322e-05
0.931,0.994,4.839,0.849,0.906,6.2592769873365,0.8,0.701,0.54,0.54,0.4,-0.199999991424896,-0.1641251138612657,-0.19999975527171876,0.15427336388957402,0.19999997296379574,0.008991190926873888,0.0014317093080820375,0.0011137068854065182,2.4760636541662103e-05,4.729193883976714e-05
9.842,0.867,6.737,0.839,0.871,20.955879758115096,0.8,0.65,0.65,0.447,0.4,-0.19999939020710764,0.14952162855326517,-0.15041885255420293,-0.19999974831134668,0.19999902348191348,0.7093727515419832,0.0036702543189370143,0.001489324071365567,2.9026192915774467e-05,4.876878737837079e-05
0.873,0.846,4.111,0.862,0.913,5.001269169852675,0.8,0.781,0.644,0.644,0.436,-0.19999942194774845,0.1999988847443046,0.15423989389097337,-0.1565455380069808,-0.19999661124470985,0.0083014972615699,0.00029422407262757116,0.0007405567877249767,1.990356672116718e-05,3.333077374192315e-05
3.651,0.89,4.961,0.815,0.914,15.307723738800622,0.8,0.8,0.652,0.652,0.47,0.1999997177689005,-0.199998761734476,0.1613761779576639,-0.15390190675376933,-0.1999998482742041,0.13349255710151592,0.002295642127462345,0.0011085785383994436,2.6638240966620004e-05,4.569971582166508e-05
9.24,0.832,8.669,0.817,0.915,22.98049403193123,0.8,0.697,0.621,0.464,0.4,-0.19999969579688098,-0.16619173902808135,0.1620199529861829,-0.19999966888613838,0.19999953471869963,0.8267442405326054,0.0028282557375816308,0.002123522947443306,3.529650780658278e-05,6.0012996213350996e-05
3.009,0.837,3.232,0.933,0.913,8.13994053427242,0.8,0.8,0.628,0.628,0.4,0.19999990787445557,-0.19999860358472116,0.16735470097729835,-0.1511137408039269,-0.1999996409605637,0.06979474590452162,0.0007483880620599861,0.0003773405322665648,1.1201941007077127e-05,2.0598502622689442e-05
8.245,0.836,8.773,0.9,0.993,22.53983434497207,0.8,0.719,0.613,0.402,0.4,-0.19999883988664732,-0.19684785786338968,0.16820335046739454,-0.19999926998844011,0.19999957677676367,1.22969086294326,0.00417908456831904,0.002080650229744461,3.88842989638048e-05,3.202174300616203e-05
0.338,0.898,8.461,0.882,0.926,3.695425453447264,0.8,0.8,0.651,0.651,0.4,-0.19999784253968309,0.19999949816760526,0.1812597288502507,-0.16689256055724785,-0.1999996615709236,0.0017682367971782805,0.00030728035462712226,0.0014717718310955723,2.7080411455467616e-05,4.574482997475308e-05
5.539,0.879,0.481,0.905,0.831,3.944783476842473,0.8,0.692,0.692,0.489,0.401,-0.19999333154208976,-0.19999939321969734,-0.1028322182105105,0.19999887204739125,-0.1999993692798174,0.08592861847888807,0.001100203244946591,0.0001602211211878107,6.083870811887537e-06,1.2477650252197356e-05
3.791,0.913,5.956,0.89,0.891,14.780347163556314,0.8,0.677,0.677,0.677,0.402,-0.19999939920797488,0.12884894448620382,0.1999999572515645,-0.16289210780162028,-0.19999998351965043,0.12258227557224873,0.002657256728212556,0.001448911430015622,3.859397163833102e-05,3.5398876163463405e-05
2.186,0.806,2.871,0.835,0.861,7.5679171723898815,0.8,0.691,0.595,0.481,0.4,-0.19999783998216275,-0.15462455918085147,0.1389142748622996,-0.19999992322012064,0.19999822808451695,0.030564907792730373,0.0006737129082960154,0.0006147972495863255,1.645497101585797e-05,3.1069232779509905e-05
1.543,0.827,3.627,0.936,0.839,4.008382990052353,0.8,0.677,0.581,0.401,0.4,-0.19999503275256686,-0.15948698055271945,0.14366116816516983,-0.19999954012140372,0.19999990589266822,0.013506759205843235,0.0003332843955727981,0.0005213803917059189,1.574465099713933e-05,2.2278090474312665e-05
5.459,0.972,6.859,0.866,0.812,16.360348921776154,0.8,0.683,0.608,0.432,0.4,-0.19999989489720282,-0.15496162935397667,0.155194959901867,-0.19999987627263802,0.1999991061591236,0.1645140985812451,0.004517805203605281,0.0014219713538549234,2.947617116453715e-05,4.3621422401635264e-05
2.594,0.809,5.82,0.823,0.922,13.406522435866336,0.8,0.7,0.609,0.4,0.4,-0.19999943478297064,-0.17215355810077973,0.15205486737732643,0.1999999662397454,-0.19999925542602057,0.07635500252596451,0.0011818087746331618,0.0012860042508070942,2.6157677761297467e-05,4.613801378896448e-05
2.962,0.962,3.503,0.958,0.912,7.312327333834416,0.8,0.8,0.691,0.467,0.467,-0.19999899172422456,0.19999953378724725,-0.16060217036453622,-0.19999997108974968,0.18479613050709848,0.061742470581916606,0.0028402960769541895,0.00037565974509779534,9.643019780624227e-06,2.085234273662636e-05
9.275,0.974,5.846,0.981,0.863,15.505121965263942,0.8,0.8,0.621,0.621,0.401,-0.199998526794693,0.1999999299542296,0.19196076819934815,-0.14589427494230814,-0.19999969118770164,0.5014558434039904,0.008434358205267268,0.0005288035740692205,1.0767327970217897e-05,2.5542068006317724e-05
1.856,0.877,8.319,0.84,0.983,14.379240619544309,0.8,0.718,0.618,0.429,0.4,-0.19999998537239097,-0.19195852566243998,0.16581951113684382,-0.19999980544297208,0.19999958320177186,0.06255377878859883,0.0018316033774637666,0.0021042420217971427,3.5670230941028144e-05,4.365137722719605e-05
1.067,0.937,5.35,0.874,0.883,6.336818195598858,0.8,0.691,0.597,0.424,0.4,-0.1999966530388216,-0.1662192832915015,0.1506421266715956,-0.19999950330604335,0.199999725092439,0.009832569558195831,0.0009399667579492134,0.001026057262839058,2.415390293691278e-05,3.4985533810513e-05
6.427,0.908,5.119,0.922,0.899,15.323607193206804,0.8,0.689,0.592,0.4,0.4,-0.19999892852620205,-0.16571700586599053,0.14705564369420626,0.19999934141914041,-0.19999992365479632,0.3089885890651911,0.004126716544197782,0.0008376316560681415,2.1887130662290147e-05,2.6996202623543704e-05
2.022,0.957,8.605,0.865,0.85,12.428312277141329,0.8,0.686,0.615,0.424,0.4,-0.1999976781234989,-0.16239893633606323,0.16185254017965198,-0.1999999449527462,0.19999932160655,0.029275194413916593,0.0018892645739742532,0.0019034247954698284,3.596976444489809e-05,4.997334782492212e-05
5.689,0.813,8.881,0.986,0.936,17.62771867339918,0.8,0.699,0.598,0.401,0.4,-0.19999558706265536,-0.17878405085517218,0.16348628765980705,-0.19999994541484828,0.19999989478711044,0.31918845428259296,0.0017718071237464194,0.0015940531881895965,3.720388312477615e-05,2.9298016249135436e-05
3.108,0.964,3.348,0.839,0.822,10.141205305706544,0.8,0.683,0.596,0.4,0.4,-0.19999910451621203,-0.15580384895135854,0.13912546618837024,0.1999997428100281,-0.19999960564887814,0.05601420994731028,0.0023104154181988793,0.0006688791183461724,1.7609218307108214e-05,3.375349497476249e-05
9.191,0.928,7.537,0.828,0.817,20.956184116818747,0.8,0.693,0.558,0.558,0.4,-0.19999668396614514,-0.14657387625615553,-0.199999719219476,0.16368690031376534,0.19999997039966547,0.5176802011293015,0.005942341127032317,0.0019503450917163674,3.429052928280323e-05,6.79321437508602e-05
0.482,0.936,7.987,0.96,0.993,4.791222788911655,0.8,0.714,0.603,0.4,0.4,-0.1999981477141174,-0.19869445448773268,0.16556438479501884,0.19999934707519854,-0.19999991590732458,0.005076796627723513,0.0009550149052385368,0.0016328023065903874,3.55158267949594e-05,2.5027387160111085e-05
5.007,0.894,5.008,0.83,0.964,17.13527840094127,0.8,0.711,0.604,0.4,0.4,-0.19999978428133094,-0.18208324874202286,0.15077672965087824,0.19999974744829013,-0.19999970459504243,0.40289448351403345,0.004999931378971978,0.00115697653664004,2.4003188326106734e-05,3.6150667655087945e-05
5.219,0.94,2.699,0.935,0.982,11.452919647407974,0.8,0.716,0.566,0.412,0.4,-0.19999436298334258,-0.19011374264661077,0.1454056143082767,-0.19999933470629705,0.19999991666531067,0.4419475648783517,0.008678963446986975,0.0004722933785875721,1.3518767405691871e-05,1.2743423216170852e-05
3.554,0.868,9.331,0.983,0.967,14.365990094796125,0.8,0.8,0.709,0.565,0.4,-0.1999977199495127,0.19999985328950784,-0.18866162245701318,0.1999991240502861,-0.19999884187438968,0.14404965178866652,0.002468498465798301,0.0009993855963819547,1.7069766766376712e-05,2.853766584494874e-05
2.752,0.928,6.239,0.956,0.896,11.047359752721837,0.8,0.643,0.642,0.401,0.4,-0.19999917275382142,0.15004036431231169,-0.1601477235510823,-0.19999875383301086,0.19999937364070955,0.06097868683144559,0.002265605472166861,0.0010205086177508278,2.6089329703736555e-05,2.8068269705226105e-05
2.57,0.937,6.636,0.955,0.965,11.504540423921693,0.8,0.8,0.713,0.464,0.464,-0.19999945334870428,0.1999999011463325,-0.18415841784686784,-0.1999998247550418,0.19849483494905498,0.07847577343013606,0.003600029249998819,0.0008783422560045501,1.6460733575854865e-05,2.9844768439014607e-05
0.46,0.874,2.423,0.926,0.998,-1.7688836313158116,0.8,0.718,0.569,0.427,0.4,-0.19999872351119233,-0.19711224345762354,0.14805012775721912,-0.19999999419834102,0.19999987123326407,0.0061989552802177465,0.00039648684262527607,0.0005253441060832788,1.3531171553812383e-05,1.386170856218084e-05
6.204,0.902,2.982,0.931,0.855,11.134038774695998,0.8,0.678,0.579,0.411,0.4,-0.19999879175637775,-0.15487614792499863,0.13986672593423288,-0.19999967559022083,0.19999994344512784,0.1963248326984075,0.0025621810687221193,0.00042666323530989687,1.3500057997777013e-05,2.0320667817597095e-05
2.026,0.841,1.526,0.951,0.845,0.9537596267380687,0.8,0.681,0.483,0.482,0.482,-0.1999945974028954,-0.1514329958402896,-0.19999893094052118,0.19999993676521272,0.12864932588545697,0.017571359259059092,0.000417413945838567,0.0002765158482459843,1.126877642204244e-05,1.5409953946612266e-05
6.563,0.991,9.709,0.82,0.848,20.67618088594056,0.8,0.688,0.627,0.4,0.4,-0.1999952113276328,-0.15885452574526718,0.16319970008863477,0.1999989787741862,-0.1999988174230029,0.3005324903795803,0.00755621258369274,0.002373256314996399,3.838463271406368e-05,6.623773455116658e-05
6.476,0.901,5.283,0.979,0.94,13.8967048055791,0.8,0.8,0.7,0.452,0.451,-0.19999960975322825,0.1999998344023343,-0.17159385367941193,-0.19999950072528147,0.1961647315181521,0.36458499763439656,0.004882915864867861,0.0005266720696612627,1.0650157086865374e-05,2.3584701576794943e-05
4.997,0.851,2.581,0.819,0.913,12.928375855875046,0.8,0.698,0.594,0.495,0.4,-0.19999734616302295,-0.1580863041401529,0.13598934971764517,-0.1999990288497409,0.19999975851650123,0.2047750035472704,0.0016077317836171497,0.000601465830778686,1.5950712930250088e-05,3.052506894526311e-05
1.531,0.832,9.855,0.981,0.837,8.062833896410373,0.8,0.8,0.681,0.566,0.4,0.19999977221582307,-0.19999909644795422,-0.16287585504620242,0.19999976247752718,-0.19999934552808707,0.014328350050189525,0.000339940177419506,0.0010759021172424615,1.837718716842239e-05,3.532728307535989e-05
